,year,record,age,grade,consideration,plan,attempt
12534,2005,1913211,6.0,3.0,1.0,1.0,1.0
12557,2005,1913234,6.0,2.0,1.0,2.0,1.0
12561,2005,1913238,6.0,3.0,1.0,1.0,1.0
12592,2005,1913269,6.0,1.0,1.0,1.0,1.0
12616,2005,1913293,6.0,3.0,1.0,1.0,1.0
12629,2005,2156918,7.0,4.0,1.0,1.0,1.0
12654,2005,2156943,7.0,4.0,1.0,1.0,1.0
12657,2005,2156946,7.0,1.0,1.0,1.0,1.0
12688,2005,2156977,7.0,4.0,1.0,1.0,1.0
12739,2005,2157028,7.0,1.0,1.0,1.0,1.0
12753,2005,2157042,7.0,1.0,1.0,1.0,1.0
12755,2005,2157044,7.0,4.0,1.0,1.0,1.0
12756,2005,2157045,7.0,3.0,1.0,2.0,1.0
12779,2005,2157068,7.0,4.0,1.0,2.0,1.0
12785,2005,2157074,7.0,3.0,1.0,2.0,1.0
12788,2005,2157077,7.0,1.0,1.0,1.0,1.0
12798,2005,2157087,7.0,4.0,1.0,1.0,1.0
12821,2005,2157110,7.0,4.0,1.0,1.0,1.0
12846,2005,2157135,7.0,4.0,1.0,1.0,1.0
12849,2005,2157138,7.0,3.0,1.0,2.0,1.0
12857,2005,2157146,7.0,1.0,1.0,1.0,1.0
12909,2007,12065,6.0,3.0,1.0,1.0,1.0
12926,2007,21025,1.0,4.0,1.0,1.0,1.0
12927,2007,21026,1.0,4.0,1.0,1.0,1.0
12928,2007,21027,1.0,4.0,1.0,1.0,1.0
12933,2007,21032,1.0,4.0,1.0,1.0,1.0
13002,2007,40183,3.0,1.0,1.0,1.0,1.0
13032,2007,40213,3.0,1.0,1.0,1.0,1.0
13041,2007,40222,3.0,1.0,1.0,1.0,1.0
13075,2007,40256,3.0,2.0,2.0,2.0,1.0
13098,2007,188867,4.0,2.0,1.0,2.0,1.0
13116,2007,188885,4.0,2.0,1.0,2.0,1.0
13155,2007,188924,4.0,2.0,2.0,2.0,1.0
13172,2007,188941,4.0,2.0,1.0,1.0,1.0
13218,2007,188987,4.0,2.0,2.0,1.0,1.0
13225,2007,188994,4.0,1.0,1.0,1.0,1.0
13236,2007,189005,4.0,2.0,1.0,1.0,1.0
13245,2007,189014,4.0,1.0,2.0,1.0,1.0
13257,2007,189026,4.0,1.0,1.0,2.0,1.0
13262,2007,189031,4.0,1.0,1.0,1.0,1.0
13264,2007,189033,4.0,1.0,1.0,1.0,1.0
13322,2007,189091,4.0,1.0,1.0,1.0,1.0
13378,2007,189147,4.0,1.0,1.0,1.0,1.0
13411,2007,189180,4.0,1.0,1.0,1.0,1.0
13435,2007,189204,4.0,2.0,1.0,2.0,1.0
13532,2007,189301,4.0,1.0,1.0,1.0,1.0
13581,2007,189350,4.0,1.0,1.0,1.0,1.0
13590,2007,189359,4.0,2.0,2.0,1.0,1.0
13596,2007,467713,5.0,1.0,1.0,1.0,1.0
13597,2007,467714,5.0,2.0,1.0,1.0,1.0
13665,2007,467782,5.0,1.0,2.0,2.0,1.0
13687,2007,467804,5.0,1.0,1.0,1.0,1.0
13723,2007,467840,5.0,2.0,2.0,1.0,1.0
13736,2007,467853,5.0,2.0,1.0,1.0,1.0
13856,2007,467973,5.0,2.0,1.0,1.0,1.0
13867,2007,467984,5.0,1.0,2.0,1.0,1.0
13870,2007,467987,5.0,2.0,1.0,1.0,1.0
13884,2007,468001,5.0,3.0,1.0,1.0,1.0
13938,2007,468055,5.0,2.0,2.0,2.0,1.0
13981,2007,468098,5.0,3.0,1.0,1.0,1.0
13983,2007,468100,5.0,2.0,1.0,1.0,1.0
13994,2007,468111,5.0,2.0,1.0,2.0,1.0
14005,2007,468122,5.0,3.0,1.0,1.0,1.0
14031,2007,468148,5.0,2.0,1.0,1.0,1.0
14125,2007,468242,5.0,2.0,1.0,1.0,1.0
14146,2007,468263,5.0,1.0,2.0,2.0,1.0
14158,2007,468275,5.0,2.0,1.0,1.0,1.0
14214,2007,750520,6.0,1.0,1.0,1.0,1.0
14236,2007,750542,6.0,3.0,1.0,1.0,1.0
14241,2007,750547,6.0,4.0,1.0,1.0,1.0
14282,2007,750588,6.0,3.0,1.0,1.0,1.0
14293,2007,750599,6.0,2.0,1.0,1.0,1.0
14297,2007,750603,6.0,2.0,1.0,1.0,1.0
14300,2007,750606,6.0,2.0,1.0,1.0,1.0
14326,2007,750632,6.0,2.0,1.0,1.0,1.0
14338,2007,750644,6.0,2.0,2.0,2.0,1.0
14347,2007,750653,6.0,4.0,2.0,2.0,1.0
14380,2007,750686,6.0,3.0,1.0,1.0,1.0
14394,2007,750700,6.0,3.0,1.0,1.0,1.0
14412,2007,750718,6.0,2.0,1.0,1.0,1.0
14435,2007,750741,6.0,3.0,1.0,1.0,1.0
14436,2007,750742,6.0,2.0,1.0,1.0,1.0
14508,2007,750814,6.0,2.0,1.0,1.0,1.0
14513,2007,750819,6.0,3.0,1.0,1.0,1.0
14529,2007,750835,6.0,4.0,1.0,1.0,1.0
14530,2007,750836,6.0,3.0,1.0,2.0,1.0
14548,2007,750854,6.0,3.0,1.0,1.0,1.0
14556,2007,750862,6.0,2.0,2.0,1.0,1.0
14588,2007,750894,6.0,3.0,1.0,1.0,1.0
14686,2007,750992,6.0,2.0,1.0,1.0,1.0
14734,2007,751040,6.0,1.0,2.0,1.0,1.0
14755,2007,991912,7.0,4.0,2.0,1.0,1.0
14758,2007,991915,7.0,2.0,2.0,1.0,1.0
14775,2007,991932,7.0,4.0,1.0,2.0,1.0
14786,2007,991943,7.0,4.0,1.0,1.0,1.0
14789,2007,991946,7.0,4.0,1.0,1.0,1.0
14869,2007,992026,7.0,3.0,1.0,1.0,1.0
14919,2007,992076,7.0,4.0,2.0,2.0,1.0
14926,2007,992083,7.0,4.0,1.0,1.0,1.0
14979,2007,992136,7.0,4.0,1.0,2.0,1.0
15030,2007,992187,7.0,1.0,1.0,1.0,1.0
15061,2007,992218,7.0,4.0,1.0,1.0,1.0
15070,2007,1121347,2.0,4.0,1.0,1.0,1.0
15083,2007,1140172,3.0,1.0,1.0,2.0,1.0
15130,2007,1140219,3.0,1.0,1.0,2.0,1.0
15136,2007,1140225,3.0,1.0,1.0,1.0,1.0
15217,2007,1140306,3.0,1.0,1.0,1.0,1.0
15237,2007,1140326,3.0,1.0,1.0,1.0,1.0
15243,2007,1140332,3.0,1.0,1.0,1.0,1.0
15256,2007,1140345,3.0,1.0,1.0,1.0,1.0
15268,2007,1140357,3.0,1.0,1.0,1.0,1.0
15290,2007,1140379,3.0,1.0,1.0,1.0,1.0
15328,2007,1316983,4.0,1.0,1.0,1.0,1.0
15332,2007,1316987,4.0,1.0,1.0,1.0,1.0
15341,2007,1316996,4.0,1.0,2.0,1.0,1.0
15362,2007,1317017,4.0,1.0,1.0,2.0,1.0
15378,2007,1317033,4.0,1.0,1.0,1.0,1.0
15380,2007,1317035,4.0,1.0,1.0,1.0,1.0
15399,2007,1317054,4.0,2.0,1.0,2.0,1.0
15411,2007,1317066,4.0,1.0,1.0,1.0,1.0
15428,2007,1317083,4.0,1.0,1.0,1.0,1.0
15439,2007,1317094,4.0,1.0,1.0,1.0,1.0
15443,2007,1317098,4.0,2.0,1.0,1.0,1.0
15444,2007,1317099,4.0,2.0,1.0,1.0,1.0
15460,2007,1317115,4.0,1.0,2.0,2.0,1.0
15475,2007,1317130,4.0,1.0,1.0,2.0,1.0
15522,2007,1317177,4.0,1.0,1.0,2.0,1.0
15532,2007,1317187,4.0,1.0,1.0,1.0,1.0
15556,2007,1317211,4.0,2.0,1.0,1.0,1.0
15569,2007,1317224,4.0,2.0,1.0,1.0,1.0
15571,2007,1317226,4.0,1.0,1.0,2.0,1.0
15587,2007,1317242,4.0,1.0,1.0,1.0,1.0
15590,2007,1317245,4.0,1.0,1.0,2.0,1.0
15598,2007,1317253,4.0,2.0,1.0,1.0,1.0
15667,2007,1317322,4.0,1.0,2.0,2.0,1.0
15677,2007,1317332,4.0,2.0,1.0,1.0,1.0
15689,2007,1317344,4.0,1.0,1.0,1.0,1.0
15706,2007,1317361,4.0,1.0,1.0,1.0,1.0
15715,2007,1317370,4.0,1.0,1.0,2.0,1.0
15722,2007,1317377,4.0,1.0,1.0,2.0,1.0
15727,2007,1317382,4.0,1.0,1.0,2.0,1.0
15735,2007,1317390,4.0,1.0,1.0,2.0,1.0
15760,2007,1317415,4.0,2.0,1.0,1.0,1.0
15807,2007,1317462,4.0,1.0,1.0,1.0,1.0
15830,2007,1317485,4.0,2.0,1.0,2.0,1.0
15831,2007,1317486,4.0,1.0,1.0,1.0,1.0
15841,2007,1317496,4.0,2.0,1.0,1.0,1.0
15842,2007,1317497,4.0,1.0,1.0,1.0,1.0
15862,2007,1317517,4.0,1.0,1.0,1.0,1.0
15876,2007,1317531,4.0,2.0,1.0,1.0,1.0
15913,2007,1618128,5.0,3.0,1.0,1.0,1.0
15933,2007,1618148,5.0,2.0,1.0,1.0,1.0
15939,2007,1618154,5.0,2.0,1.0,1.0,1.0
15951,2007,1618166,5.0,2.0,1.0,2.0,1.0
15953,2007,1618168,5.0,1.0,1.0,2.0,1.0
15973,2007,1618188,5.0,3.0,1.0,1.0,1.0
15989,2007,1618204,5.0,3.0,1.0,1.0,1.0
16004,2007,1618219,5.0,2.0,1.0,2.0,1.0
16062,2007,1618277,5.0,2.0,1.0,1.0,1.0
16063,2007,1618278,5.0,2.0,1.0,1.0,1.0
16117,2007,1618332,5.0,2.0,1.0,2.0,1.0
16131,2007,1618346,5.0,2.0,2.0,2.0,1.0
16139,2007,1618354,5.0,2.0,1.0,2.0,1.0
16151,2007,1618366,5.0,2.0,1.0,1.0,1.0
16184,2007,1618399,5.0,3.0,1.0,2.0,1.0
16190,2007,1618405,5.0,3.0,1.0,2.0,1.0
16195,2007,1618410,5.0,2.0,1.0,1.0,1.0
16198,2007,1618413,5.0,2.0,2.0,2.0,1.0
16202,2007,1618417,5.0,3.0,1.0,1.0,1.0
16215,2007,1618430,5.0,2.0,1.0,1.0,1.0
16238,2007,1618453,5.0,2.0,2.0,2.0,1.0
16264,2007,1618479,5.0,3.0,1.0,1.0,1.0
16269,2007,1618484,5.0,2.0,1.0,1.0,1.0
16276,2007,1618491,5.0,2.0,1.0,1.0,1.0
16279,2007,1618494,5.0,3.0,1.0,1.0,1.0
16298,2007,1618513,5.0,3.0,2.0,2.0,1.0
16304,2007,1618519,5.0,2.0,1.0,1.0,1.0
16312,2007,1618527,5.0,3.0,1.0,1.0,1.0
16317,2007,1618532,5.0,2.0,1.0,2.0,1.0
16322,2007,1618537,5.0,2.0,1.0,1.0,1.0
16331,2007,1618546,5.0,2.0,1.0,1.0,1.0
16340,2007,1618555,5.0,3.0,1.0,1.0,1.0
16351,2007,1618566,5.0,3.0,1.0,1.0,1.0
16375,2007,1618590,5.0,2.0,2.0,2.0,1.0
16377,2007,1618592,5.0,2.0,1.0,2.0,1.0
16498,2007,1618713,5.0,2.0,1.0,2.0,1.0
16501,2007,1618716,5.0,2.0,1.0,1.0,1.0
16510,2007,1618725,5.0,2.0,1.0,1.0,1.0
16529,2007,1618744,5.0,2.0,1.0,1.0,1.0
16584,2007,1913323,6.0,3.0,1.0,1.0,1.0
16665,2007,1913404,6.0,2.0,1.0,2.0,1.0
16679,2007,1913418,6.0,2.0,1.0,1.0,1.0
16710,2007,1913449,6.0,3.0,1.0,1.0,1.0
16727,2007,1913466,6.0,1.0,1.0,2.0,1.0
16756,2007,1913495,6.0,4.0,1.0,2.0,1.0
16761,2007,1913500,6.0,3.0,1.0,2.0,1.0
16775,2007,1913514,6.0,3.0,1.0,1.0,1.0
16816,2007,1913555,6.0,3.0,1.0,1.0,1.0
16821,2007,1913560,6.0,3.0,1.0,1.0,1.0
16829,2007,1913568,6.0,4.0,1.0,2.0,1.0
16840,2007,1913579,6.0,2.0,1.0,1.0,1.0
16845,2007,1913584,6.0,4.0,1.0,1.0,1.0
16858,2007,1913597,6.0,4.0,1.0,1.0,1.0
16880,2007,1913619,6.0,3.0,1.0,1.0,1.0
16893,2007,1913632,6.0,2.0,1.0,2.0,1.0
16916,2007,1913655,6.0,4.0,1.0,2.0,1.0
16930,2007,1913669,6.0,4.0,1.0,1.0,1.0
16934,2007,1913673,6.0,4.0,1.0,1.0,1.0
16959,2007,1913698,6.0,2.0,1.0,1.0,1.0
16963,2007,1913702,6.0,3.0,1.0,2.0,1.0
16969,2007,1913708,6.0,3.0,1.0,1.0,1.0
17010,2007,1913749,6.0,3.0,1.0,1.0,1.0
17016,2007,1913755,6.0,2.0,1.0,2.0,1.0
17057,2007,1913796,6.0,4.0,1.0,1.0,1.0
17091,2007,1913830,6.0,3.0,1.0,1.0,1.0
17108,2007,2157171,7.0,4.0,1.0,1.0,1.0
17115,2007,2157178,7.0,1.0,1.0,1.0,1.0
17117,2007,2157180,7.0,4.0,1.0,1.0,1.0
17119,2007,2157182,7.0,4.0,1.0,1.0,1.0
17125,2007,2157188,7.0,4.0,1.0,1.0,1.0
17134,2007,2157197,7.0,4.0,1.0,2.0,1.0
17147,2007,2157210,7.0,4.0,1.0,1.0,1.0
17189,2007,2157252,7.0,4.0,1.0,2.0,1.0
17215,2007,2157278,7.0,1.0,1.0,1.0,1.0
17219,2007,2157282,7.0,4.0,1.0,1.0,1.0
17239,2007,2157302,7.0,3.0,1.0,1.0,1.0
17245,2007,2157308,7.0,4.0,1.0,1.0,1.0
17248,2007,2157311,7.0,3.0,1.0,2.0,1.0
17351,2007,2157414,7.0,3.0,1.0,1.0,1.0
17380,2007,2157443,7.0,4.0,1.0,1.0,1.0
17395,2007,2157458,7.0,4.0,1.0,1.0,1.0
17397,2007,2157460,7.0,4.0,1.0,2.0,1.0
17449,2009,7554,4.0,1.0,1.0,2.0,1.0
17457,2009,7562,4.0,2.0,1.0,1.0,1.0
17458,2009,7563,4.0,1.0,1.0,1.0,1.0
17478,2009,12078,6.0,3.0,1.0,1.0,1.0
17513,2009,21044,1.0,3.0,1.0,1.0,1.0
17516,2009,21047,1.0,4.0,1.0,1.0,1.0
17521,2009,24921,2.0,2.0,1.0,1.0,1.0
17536,2009,40274,3.0,1.0,1.0,1.0,1.0
17562,2009,40300,3.0,1.0,1.0,1.0,1.0
17575,2009,40313,3.0,1.0,1.0,2.0,1.0
17582,2009,40320,3.0,1.0,1.0,1.0,1.0
17617,2009,40355,3.0,1.0,1.0,1.0,1.0
17654,2009,40392,3.0,1.0,1.0,1.0,1.0
17672,2009,40410,3.0,1.0,1.0,1.0,1.0
17680,2009,40418,3.0,1.0,1.0,1.0,1.0
17699,2009,40437,3.0,1.0,2.0,2.0,1.0
17708,2009,40446,3.0,1.0,1.0,2.0,1.0
17801,2009,189454,4.0,1.0,1.0,1.0,1.0
17802,2009,189455,4.0,1.0,2.0,2.0,1.0
17824,2009,189477,4.0,2.0,1.0,1.0,1.0
17899,2009,189552,4.0,2.0,1.0,1.0,1.0
17904,2009,189557,4.0,1.0,1.0,2.0,1.0
17911,2009,189564,4.0,1.0,1.0,1.0,1.0
17914,2009,189567,4.0,1.0,1.0,1.0,1.0
17959,2009,189612,4.0,2.0,1.0,2.0,1.0
17984,2009,189637,4.0,1.0,1.0,1.0,1.0
17988,2009,189641,4.0,1.0,1.0,2.0,1.0
18018,2009,189671,4.0,1.0,1.0,1.0,1.0
18029,2009,189682,4.0,1.0,1.0,1.0,1.0
18068,2009,189721,4.0,1.0,1.0,1.0,1.0
18075,2009,189728,4.0,1.0,1.0,1.0,1.0
18125,2009,189778,4.0,1.0,1.0,1.0,1.0
18167,2009,189820,4.0,1.0,1.0,1.0,1.0
18171,2009,189824,4.0,1.0,1.0,1.0,1.0
18173,2009,189826,4.0,1.0,1.0,2.0,1.0
18175,2009,189828,4.0,1.0,1.0,2.0,1.0
18181,2009,189834,4.0,1.0,1.0,1.0,1.0
18198,2009,189851,4.0,1.0,1.0,1.0,1.0
18230,2009,189883,4.0,2.0,1.0,1.0,1.0
18259,2009,189912,4.0,2.0,2.0,2.0,1.0
18296,2009,189949,4.0,2.0,1.0,1.0,1.0
18316,2009,189969,4.0,2.0,1.0,1.0,1.0
18359,2009,190012,4.0,2.0,1.0,2.0,1.0
18362,2009,190015,4.0,2.0,1.0,2.0,1.0
18390,2009,190043,4.0,1.0,2.0,2.0,1.0
18409,2009,468283,5.0,3.0,1.0,1.0,1.0
18418,2009,468292,5.0,2.0,1.0,2.0,1.0
18420,2009,468294,5.0,3.0,1.0,1.0,1.0
18423,2009,468297,5.0,2.0,1.0,1.0,1.0
18433,2009,468307,5.0,3.0,1.0,1.0,1.0
18449,2009,468323,5.0,3.0,1.0,1.0,1.0
18471,2009,468345,5.0,2.0,2.0,2.0,1.0
18474,2009,468348,5.0,2.0,2.0,1.0,1.0
18495,2009,468369,5.0,2.0,2.0,2.0,1.0
18512,2009,468386,5.0,2.0,1.0,1.0,1.0
18527,2009,468401,5.0,1.0,1.0,2.0,1.0
18533,2009,468407,5.0,2.0,2.0,1.0,1.0
18603,2009,468477,5.0,3.0,1.0,2.0,1.0
18626,2009,468500,5.0,2.0,2.0,1.0,1.0
18676,2009,468550,5.0,3.0,1.0,1.0,1.0
18682,2009,468556,5.0,3.0,2.0,1.0,1.0
18720,2009,468594,5.0,2.0,1.0,1.0,1.0
18734,2009,468608,5.0,2.0,1.0,1.0,1.0
18738,2009,468612,5.0,2.0,1.0,1.0,1.0
18749,2009,468623,5.0,1.0,1.0,1.0,1.0
18779,2009,468653,5.0,2.0,1.0,2.0,1.0
18785,2009,468659,5.0,2.0,1.0,2.0,1.0
18792,2009,468666,5.0,3.0,1.0,1.0,1.0
18800,2009,468674,5.0,2.0,2.0,1.0,1.0
18880,2009,468754,5.0,1.0,2.0,2.0,1.0
18887,2009,468761,5.0,2.0,2.0,1.0,1.0
18911,2009,468785,5.0,3.0,2.0,2.0,1.0
18924,2009,468798,5.0,2.0,1.0,2.0,1.0
19026,2009,468900,5.0,2.0,1.0,2.0,1.0
19083,2009,468957,5.0,1.0,1.0,1.0,1.0
19085,2009,468959,5.0,3.0,1.0,1.0,1.0
19087,2009,468961,5.0,2.0,1.0,1.0,1.0
19104,2009,751054,6.0,3.0,1.0,2.0,1.0
19105,2009,751055,6.0,3.0,1.0,1.0,1.0
19112,2009,751062,6.0,3.0,1.0,2.0,1.0
19126,2009,751076,6.0,2.0,1.0,1.0,1.0
19177,2009,751127,6.0,2.0,2.0,2.0,1.0
19220,2009,751170,6.0,3.0,1.0,2.0,1.0
19253,2009,751203,6.0,3.0,1.0,2.0,1.0
19254,2009,751204,6.0,4.0,1.0,1.0,1.0
19260,2009,751210,6.0,4.0,1.0,1.0,1.0
19295,2009,751245,6.0,2.0,1.0,1.0,1.0
19297,2009,751247,6.0,4.0,1.0,1.0,1.0
19310,2009,751260,6.0,4.0,2.0,2.0,1.0
19323,2009,751273,6.0,4.0,2.0,2.0,1.0
19334,2009,751284,6.0,4.0,1.0,1.0,1.0
19339,2009,751289,6.0,2.0,1.0,1.0,1.0
19356,2009,751306,6.0,3.0,1.0,1.0,1.0
19406,2009,751356,6.0,1.0,1.0,1.0,1.0
19408,2009,751358,6.0,4.0,1.0,2.0,1.0
19442,2009,751392,6.0,3.0,1.0,1.0,1.0
19516,2009,751466,6.0,3.0,1.0,1.0,1.0
19526,2009,751476,6.0,3.0,2.0,2.0,1.0
19539,2009,751489,6.0,3.0,1.0,1.0,1.0
19540,2009,751490,6.0,2.0,1.0,2.0,1.0
19547,2009,751497,6.0,2.0,1.0,1.0,1.0
19584,2009,751534,6.0,3.0,1.0,1.0,1.0
19586,2009,751536,6.0,3.0,2.0,2.0,1.0
19598,2009,751548,6.0,3.0,1.0,1.0,1.0
19599,2009,751549,6.0,3.0,1.0,1.0,1.0
19623,2009,751573,6.0,3.0,1.0,1.0,1.0
19630,2009,751580,6.0,2.0,2.0,1.0,1.0
19662,2009,751612,6.0,3.0,1.0,1.0,1.0
19694,2009,751644,6.0,3.0,1.0,1.0,1.0
19723,2009,751673,6.0,2.0,1.0,1.0,1.0
19726,2009,751676,6.0,1.0,1.0,1.0,1.0
19730,2009,751680,6.0,3.0,1.0,1.0,1.0
19743,2009,751693,6.0,3.0,1.0,1.0,1.0
19772,2009,992247,7.0,4.0,1.0,1.0,1.0
19839,2009,992314,7.0,4.0,1.0,1.0,1.0
19879,2009,992354,7.0,4.0,1.0,1.0,1.0
19885,2009,992360,7.0,3.0,1.0,1.0,1.0
19903,2009,992378,7.0,4.0,2.0,2.0,1.0
19919,2009,992394,7.0,4.0,1.0,1.0,1.0
19942,2009,992417,7.0,1.0,2.0,1.0,1.0
19980,2009,992455,7.0,4.0,2.0,2.0,1.0
20095,2009,992570,7.0,4.0,2.0,2.0,1.0
20125,2009,992600,7.0,3.0,1.0,1.0,1.0
20147,2009,992622,7.0,1.0,1.0,1.0,1.0
20152,2009,992627,7.0,3.0,1.0,1.0,1.0
20155,2009,992630,7.0,4.0,1.0,2.0,1.0
20172,2009,992647,7.0,1.0,2.0,2.0,1.0
20180,2009,992655,7.0,4.0,1.0,2.0,1.0
20184,2009,992659,7.0,3.0,1.0,1.0,1.0
20185,2009,992660,7.0,4.0,1.0,1.0,1.0
20235,2009,1118178,1.0,1.0,1.0,1.0,1.0
20247,2009,1140389,3.0,1.0,1.0,1.0,1.0
20280,2009,1140422,3.0,1.0,1.0,1.0,1.0
20282,2009,1140424,3.0,1.0,1.0,1.0,1.0
20283,2009,1140425,3.0,1.0,1.0,1.0,1.0
20300,2009,1140442,3.0,1.0,1.0,1.0,1.0
20303,2009,1140445,3.0,1.0,1.0,1.0,1.0
20319,2009,1140461,3.0,1.0,1.0,1.0,1.0
20336,2009,1140478,3.0,1.0,1.0,1.0,1.0
20373,2009,1140515,3.0,1.0,1.0,1.0,1.0
20385,2009,1140527,3.0,1.0,1.0,2.0,1.0
20398,2009,1140540,3.0,1.0,1.0,2.0,1.0
20400,2009,1140542,3.0,1.0,1.0,1.0,1.0
20426,2009,1140568,3.0,1.0,1.0,1.0,1.0
20432,2009,1140574,3.0,1.0,1.0,1.0,1.0
20450,2009,1140592,3.0,1.0,1.0,2.0,1.0
20457,2009,1140599,3.0,1.0,1.0,1.0,1.0
20471,2009,1140613,3.0,1.0,1.0,1.0,1.0
20480,2009,1140622,3.0,1.0,2.0,2.0,1.0
20482,2009,1317554,4.0,2.0,1.0,1.0,1.0
20494,2009,1317566,4.0,1.0,1.0,1.0,1.0
20501,2009,1317573,4.0,2.0,2.0,1.0,1.0
20522,2009,1317594,4.0,1.0,1.0,2.0,1.0
20584,2009,1317656,4.0,1.0,1.0,1.0,1.0
20590,2009,1317662,4.0,1.0,1.0,1.0,1.0
20595,2009,1317667,4.0,2.0,1.0,1.0,1.0
20598,2009,1317670,4.0,2.0,2.0,1.0,1.0
20638,2009,1317710,4.0,1.0,1.0,1.0,1.0
20641,2009,1317713,4.0,1.0,1.0,2.0,1.0
20681,2009,1317753,4.0,1.0,1.0,2.0,1.0
20694,2009,1317766,4.0,1.0,1.0,1.0,1.0
20707,2009,1317779,4.0,1.0,1.0,2.0,1.0
20717,2009,1317789,4.0,2.0,1.0,1.0,1.0
20719,2009,1317791,4.0,2.0,1.0,2.0,1.0
20744,2009,1317816,4.0,2.0,1.0,1.0,1.0
20768,2009,1317840,4.0,2.0,1.0,1.0,1.0
20807,2009,1317879,4.0,1.0,2.0,2.0,1.0
20822,2009,1317894,4.0,2.0,1.0,1.0,1.0
20860,2009,1317932,4.0,2.0,1.0,1.0,1.0
20861,2009,1317933,4.0,2.0,1.0,2.0,1.0
20867,2009,1317939,4.0,2.0,1.0,1.0,1.0
20870,2009,1317942,4.0,1.0,1.0,1.0,1.0
20873,2009,1317945,4.0,1.0,1.0,1.0,1.0
20878,2009,1317950,4.0,1.0,1.0,2.0,1.0
20884,2009,1317956,4.0,2.0,1.0,1.0,1.0
20897,2009,1317969,4.0,1.0,1.0,1.0,1.0
20905,2009,1317977,4.0,1.0,1.0,1.0,1.0
20909,2009,1317981,4.0,1.0,2.0,1.0,1.0
20916,2009,1317988,4.0,2.0,1.0,2.0,1.0
20926,2009,1317998,4.0,1.0,1.0,1.0,1.0
20927,2009,1317999,4.0,1.0,1.0,1.0,1.0
20950,2009,1318022,4.0,1.0,1.0,1.0,1.0
20963,2009,1318035,4.0,1.0,1.0,2.0,1.0
20964,2009,1318036,4.0,2.0,1.0,2.0,1.0
20971,2009,1318043,4.0,1.0,1.0,1.0,1.0
20972,2009,1318044,4.0,1.0,1.0,1.0,1.0
20987,2009,1318059,4.0,2.0,2.0,2.0,1.0
21002,2009,1318074,4.0,1.0,1.0,1.0,1.0
21012,2009,1318084,4.0,2.0,1.0,1.0,1.0
21035,2009,1318107,4.0,1.0,1.0,2.0,1.0
21037,2009,1318109,4.0,1.0,1.0,1.0,1.0
21041,2009,1318113,4.0,2.0,2.0,2.0,1.0
21118,2009,1318190,4.0,1.0,1.0,1.0,1.0
21125,2009,1318197,4.0,1.0,1.0,1.0,1.0
21134,2009,1318206,4.0,2.0,1.0,1.0,1.0
21139,2009,1318211,4.0,1.0,1.0,1.0,1.0
21151,2009,1318223,4.0,1.0,1.0,1.0,1.0
21179,2009,1318251,4.0,1.0,1.0,1.0,1.0
21207,2009,1318279,4.0,1.0,1.0,1.0,1.0
21218,2009,1318290,4.0,1.0,1.0,1.0,1.0
21226,2009,1618773,5.0,2.0,1.0,1.0,1.0
21228,2009,1618775,5.0,3.0,1.0,1.0,1.0
21245,2009,1618792,5.0,2.0,1.0,1.0,1.0
21285,2009,1618832,5.0,2.0,1.0,1.0,1.0
21296,2009,1618843,5.0,2.0,1.0,1.0,1.0
21298,2009,1618845,5.0,3.0,1.0,1.0,1.0
21317,2009,1618864,5.0,3.0,1.0,1.0,1.0
21328,2009,1618875,5.0,2.0,2.0,1.0,1.0
21341,2009,1618888,5.0,1.0,1.0,1.0,1.0
21372,2009,1618919,5.0,2.0,1.0,1.0,1.0
21382,2009,1618929,5.0,2.0,1.0,1.0,1.0
21409,2009,1618956,5.0,2.0,1.0,2.0,1.0
21410,2009,1618957,5.0,3.0,1.0,1.0,1.0
21443,2009,1618990,5.0,2.0,1.0,1.0,1.0
21447,2009,1618994,5.0,2.0,1.0,1.0,1.0
21454,2009,1619001,5.0,2.0,1.0,1.0,1.0
21465,2009,1619012,5.0,1.0,1.0,2.0,1.0
21496,2009,1619043,5.0,1.0,1.0,2.0,1.0
21498,2009,1619045,5.0,2.0,1.0,2.0,1.0
21523,2009,1619070,5.0,2.0,1.0,1.0,1.0
21536,2009,1619083,5.0,3.0,1.0,1.0,1.0
21583,2009,1619130,5.0,2.0,1.0,1.0,1.0
21592,2009,1619139,5.0,2.0,1.0,1.0,1.0
21602,2009,1619149,5.0,1.0,2.0,2.0,1.0
21617,2009,1619164,5.0,3.0,1.0,2.0,1.0
21635,2009,1619182,5.0,3.0,1.0,1.0,1.0
21657,2009,1619204,5.0,2.0,1.0,1.0,1.0
21662,2009,1619209,5.0,2.0,1.0,1.0,1.0
21666,2009,1619213,5.0,2.0,1.0,1.0,1.0
21675,2009,1619222,5.0,2.0,2.0,2.0,1.0
21702,2009,1619249,5.0,2.0,1.0,1.0,1.0
21734,2009,1619281,5.0,3.0,1.0,1.0,1.0
21744,2009,1619291,5.0,2.0,1.0,2.0,1.0
21761,2009,1619308,5.0,1.0,1.0,1.0,1.0
21781,2009,1619328,5.0,3.0,1.0,2.0,1.0
21802,2009,1619349,5.0,1.0,1.0,1.0,1.0
21811,2009,1619358,5.0,2.0,1.0,2.0,1.0
21822,2009,1619369,5.0,2.0,1.0,2.0,1.0
21853,2009,1619400,5.0,3.0,1.0,1.0,1.0
21854,2009,1619401,5.0,2.0,1.0,2.0,1.0
21879,2009,1619426,5.0,2.0,1.0,2.0,1.0
