,year,record,age,grade,consideration,plan,attempt
30227,2013,191378,4.0,1.0,1.0,1.0,1.0
30233,2013,191384,4.0,1.0,2.0,2.0,1.0
30266,2013,191417,4.0,1.0,1.0,1.0,1.0
30268,2013,191419,4.0,1.0,1.0,1.0,1.0
30273,2013,191424,4.0,1.0,1.0,1.0,1.0
30302,2013,191453,4.0,2.0,2.0,2.0,1.0
30326,2013,191477,4.0,2.0,1.0,1.0,1.0
30334,2013,191485,4.0,1.0,1.0,2.0,1.0
30344,2013,191495,4.0,2.0,1.0,1.0,1.0
30394,2013,469726,5.0,1.0,2.0,1.0,1.0
30419,2013,469751,5.0,2.0,2.0,2.0,1.0
30431,2013,469763,5.0,3.0,1.0,1.0,1.0
30471,2013,469803,5.0,2.0,1.0,1.0,1.0
30520,2013,469852,5.0,1.0,1.0,2.0,1.0
30578,2013,469910,5.0,3.0,1.0,1.0,1.0
30581,2013,469913,5.0,1.0,1.0,1.0,1.0
30597,2013,469929,5.0,2.0,1.0,2.0,1.0
30601,2013,469933,5.0,4.0,2.0,2.0,1.0
30614,2013,469946,5.0,2.0,2.0,2.0,1.0
30631,2013,469963,5.0,1.0,2.0,2.0,1.0
30680,2013,470012,5.0,2.0,2.0,2.0,1.0
30689,2013,470021,5.0,2.0,2.0,2.0,1.0
30740,2013,470072,5.0,3.0,1.0,1.0,1.0
30750,2013,470082,5.0,3.0,1.0,2.0,1.0
30753,2013,470085,5.0,3.0,1.0,2.0,1.0
30815,2013,470147,5.0,3.0,1.0,1.0,1.0
30871,2013,470203,5.0,2.0,1.0,2.0,1.0
30876,2013,470208,5.0,2.0,1.0,1.0,1.0
30878,2013,470210,5.0,2.0,1.0,1.0,1.0
30901,2013,470233,5.0,3.0,2.0,2.0,1.0
30904,2013,470236,5.0,2.0,1.0,1.0,1.0
30932,2013,470264,5.0,2.0,1.0,1.0,1.0
30939,2013,470271,5.0,1.0,2.0,2.0,1.0
30976,2013,470308,5.0,1.0,1.0,1.0,1.0
31019,2013,470351,5.0,2.0,2.0,1.0,1.0
31042,2013,470374,5.0,1.0,1.0,1.0,1.0
31114,2013,470446,5.0,2.0,1.0,1.0,1.0
31120,2013,470452,5.0,1.0,1.0,1.0,1.0
31161,2013,470493,5.0,1.0,1.0,2.0,1.0
31206,2013,752455,6.0,2.0,1.0,1.0,1.0
31218,2013,752467,6.0,3.0,1.0,1.0,1.0
31221,2013,752470,6.0,1.0,1.0,2.0,1.0
31257,2013,752506,6.0,2.0,1.0,2.0,1.0
31261,2013,752510,6.0,3.0,1.0,1.0,1.0
31290,2013,752539,6.0,3.0,2.0,2.0,1.0
31296,2013,752545,6.0,2.0,1.0,1.0,1.0
31341,2013,752590,6.0,3.0,1.0,1.0,1.0
31361,2013,752610,6.0,3.0,2.0,2.0,1.0
31381,2013,752630,6.0,2.0,1.0,1.0,1.0
31395,2013,752644,6.0,4.0,2.0,2.0,1.0
31397,2013,752646,6.0,3.0,2.0,2.0,1.0
31457,2013,752706,6.0,3.0,2.0,2.0,1.0
31466,2013,752715,6.0,4.0,2.0,2.0,1.0
31492,2013,752741,6.0,3.0,1.0,1.0,1.0
31500,2013,752749,6.0,4.0,1.0,1.0,1.0
31567,2013,752816,6.0,3.0,1.0,1.0,1.0
31584,2013,752833,6.0,3.0,1.0,1.0,1.0
31605,2013,752854,6.0,3.0,1.0,1.0,1.0
31631,2013,752880,6.0,3.0,1.0,1.0,1.0
31659,2013,752908,6.0,3.0,1.0,2.0,1.0
31728,2013,752977,6.0,3.0,1.0,2.0,1.0
31737,2013,752986,6.0,1.0,1.0,2.0,1.0
31752,2013,753001,6.0,2.0,2.0,2.0,1.0
31777,2013,753026,6.0,2.0,1.0,1.0,1.0
31782,2013,753031,6.0,3.0,1.0,1.0,1.0
31804,2013,753053,6.0,2.0,1.0,1.0,1.0
31855,2013,753104,6.0,4.0,1.0,1.0,1.0
31868,2013,753117,6.0,3.0,1.0,1.0,1.0
31874,2013,753123,6.0,2.0,2.0,1.0,1.0
31891,2013,993131,7.0,4.0,1.0,1.0,1.0
31893,2013,993133,7.0,4.0,2.0,1.0,1.0
31913,2013,993153,7.0,4.0,1.0,1.0,1.0
31915,2013,993155,7.0,4.0,1.0,1.0,1.0
31925,2013,993165,7.0,4.0,1.0,1.0,1.0
31933,2013,993173,7.0,4.0,1.0,1.0,1.0
31958,2013,993198,7.0,2.0,1.0,1.0,1.0
31984,2013,993224,7.0,4.0,1.0,1.0,1.0
32000,2013,993240,7.0,2.0,1.0,1.0,1.0
32016,2013,993256,7.0,4.0,1.0,1.0,1.0
32105,2013,993345,7.0,4.0,2.0,1.0,1.0
32110,2013,993350,7.0,1.0,1.0,1.0,1.0
32121,2013,993361,7.0,4.0,1.0,1.0,1.0
32126,2013,993366,7.0,4.0,2.0,2.0,1.0
32134,2013,993374,7.0,4.0,1.0,1.0,1.0
32136,2013,993376,7.0,4.0,1.0,1.0,1.0
32159,2013,993399,7.0,3.0,2.0,2.0,1.0
32178,2013,993418,7.0,1.0,1.0,1.0,1.0
32194,2013,993434,7.0,2.0,1.0,1.0,1.0
32230,2013,993470,7.0,4.0,1.0,1.0,1.0
32246,2013,993486,7.0,2.0,1.0,2.0,1.0
32254,2013,993494,7.0,4.0,1.0,1.0,1.0
32267,2013,993507,7.0,2.0,2.0,2.0,1.0
32296,2013,993536,7.0,3.0,2.0,2.0,1.0
32304,2013,1118192,1.0,3.0,1.0,1.0,1.0
32316,2013,1121365,2.0,4.0,1.0,1.0,1.0
32330,2013,1140961,3.0,1.0,1.0,1.0,1.0
32342,2013,1140973,3.0,1.0,1.0,1.0,1.0
32355,2013,1140986,3.0,1.0,1.0,1.0,1.0
32357,2013,1140988,3.0,1.0,1.0,1.0,1.0
32374,2013,1141005,3.0,1.0,1.0,1.0,1.0
32383,2013,1141014,3.0,1.0,1.0,1.0,1.0
32389,2013,1141020,3.0,1.0,1.0,1.0,1.0
32405,2013,1141036,3.0,1.0,1.0,1.0,1.0
32408,2013,1141039,3.0,1.0,1.0,1.0,1.0
32425,2013,1141056,3.0,1.0,1.0,1.0,1.0
32437,2013,1141068,3.0,1.0,1.0,1.0,1.0
32448,2013,1141079,3.0,2.0,1.0,1.0,1.0
32463,2013,1141094,3.0,1.0,1.0,2.0,1.0
32475,2013,1141106,3.0,1.0,1.0,2.0,1.0
32476,2013,1141107,3.0,1.0,1.0,1.0,1.0
32484,2013,1141115,3.0,1.0,1.0,1.0,1.0
32495,2013,1141126,3.0,1.0,1.0,2.0,1.0
32504,2013,1141135,3.0,1.0,1.0,1.0,1.0
32527,2013,1141158,3.0,1.0,1.0,1.0,1.0
32530,2013,1141161,3.0,1.0,1.0,1.0,1.0
32536,2013,1141167,3.0,1.0,1.0,1.0,1.0
32548,2013,1141179,3.0,1.0,1.0,1.0,1.0
32555,2013,1141186,3.0,1.0,1.0,1.0,1.0
32569,2013,1141200,3.0,1.0,1.0,1.0,1.0
32580,2013,1141211,3.0,1.0,2.0,1.0,1.0
32589,2013,1141220,3.0,1.0,1.0,1.0,1.0
32598,2013,1141229,3.0,1.0,1.0,1.0,1.0
32599,2013,1141230,3.0,1.0,1.0,1.0,1.0
32612,2013,1141243,3.0,1.0,1.0,1.0,1.0
32614,2013,1141245,3.0,1.0,1.0,1.0,1.0
32616,2013,1141247,3.0,1.0,1.0,1.0,1.0
32636,2013,1141267,3.0,1.0,1.0,1.0,1.0
32647,2013,1141278,3.0,1.0,1.0,1.0,1.0
32649,2013,1141280,3.0,1.0,1.0,1.0,1.0
32675,2013,1141306,3.0,1.0,1.0,1.0,1.0
32699,2013,1319170,4.0,2.0,1.0,1.0,1.0
32700,2013,1319171,4.0,2.0,1.0,2.0,1.0
32702,2013,1319173,4.0,1.0,1.0,1.0,1.0
32708,2013,1319179,4.0,2.0,1.0,1.0,1.0
32709,2013,1319180,4.0,1.0,1.0,2.0,1.0
32717,2013,1319188,4.0,2.0,1.0,1.0,1.0
32720,2013,1319191,4.0,1.0,1.0,2.0,1.0
32735,2013,1319206,4.0,2.0,1.0,2.0,1.0
32755,2013,1319226,4.0,1.0,1.0,1.0,1.0
32759,2013,1319230,4.0,1.0,1.0,1.0,1.0
32764,2013,1319235,4.0,1.0,1.0,1.0,1.0
32808,2013,1319279,4.0,2.0,2.0,2.0,1.0
32812,2013,1319283,4.0,2.0,1.0,1.0,1.0
32813,2013,1319284,4.0,2.0,1.0,2.0,1.0
32837,2013,1319308,4.0,2.0,1.0,2.0,1.0
32841,2013,1319312,4.0,1.0,1.0,1.0,1.0
32857,2013,1319328,4.0,2.0,1.0,1.0,1.0
32860,2013,1319331,4.0,1.0,1.0,2.0,1.0
32871,2013,1319342,4.0,1.0,1.0,1.0,1.0
32885,2013,1319356,4.0,1.0,1.0,1.0,1.0
32890,2013,1319361,4.0,1.0,1.0,1.0,1.0
32893,2013,1319364,4.0,1.0,1.0,1.0,1.0
32910,2013,1319381,4.0,1.0,1.0,1.0,1.0
32938,2013,1319409,4.0,2.0,1.0,1.0,1.0
32948,2013,1319419,4.0,1.0,1.0,1.0,1.0
32955,2013,1319426,4.0,1.0,1.0,1.0,1.0
32960,2013,1319431,4.0,2.0,1.0,2.0,1.0
32968,2013,1319439,4.0,1.0,1.0,1.0,1.0
32975,2013,1319446,4.0,2.0,1.0,1.0,1.0
32982,2013,1319453,4.0,1.0,1.0,1.0,1.0
33004,2013,1319475,4.0,1.0,1.0,1.0,1.0
33010,2013,1319481,4.0,1.0,1.0,1.0,1.0
33015,2013,1319486,4.0,2.0,1.0,2.0,1.0
33029,2013,1319500,4.0,1.0,1.0,2.0,1.0
33038,2013,1319509,4.0,1.0,1.0,1.0,1.0
33044,2013,1319515,4.0,1.0,1.0,1.0,1.0
33049,2013,1319520,4.0,1.0,1.0,1.0,1.0
33054,2013,1319525,4.0,1.0,1.0,1.0,1.0
33059,2013,1319530,4.0,1.0,1.0,1.0,1.0
33064,2013,1319535,4.0,1.0,1.0,1.0,1.0
33067,2013,1319538,4.0,2.0,1.0,1.0,1.0
33073,2013,1319544,4.0,1.0,1.0,1.0,1.0
33092,2013,1319563,4.0,1.0,1.0,1.0,1.0
33105,2013,1319576,4.0,1.0,1.0,1.0,1.0
33108,2013,1319579,4.0,1.0,1.0,1.0,1.0
33112,2013,1319583,4.0,1.0,1.0,1.0,1.0
33114,2013,1319585,4.0,1.0,1.0,2.0,1.0
33118,2013,1319589,4.0,1.0,1.0,1.0,1.0
33120,2013,1319591,4.0,1.0,1.0,1.0,1.0
33127,2013,1319598,4.0,2.0,1.0,2.0,1.0
33139,2013,1319610,4.0,1.0,1.0,1.0,1.0
33143,2013,1319614,4.0,1.0,1.0,1.0,1.0
33144,2013,1319615,4.0,2.0,1.0,1.0,1.0
33146,2013,1319617,4.0,2.0,1.0,1.0,1.0
33147,2013,1319618,4.0,1.0,1.0,1.0,1.0
33151,2013,1319622,4.0,2.0,1.0,1.0,1.0
33157,2013,1319628,4.0,1.0,1.0,1.0,1.0
33161,2013,1319632,4.0,1.0,1.0,2.0,1.0
33194,2013,1319665,4.0,1.0,1.0,1.0,1.0
33196,2013,1319667,4.0,1.0,1.0,1.0,1.0
33197,2013,1319668,4.0,1.0,1.0,1.0,1.0
33201,2013,1319672,4.0,1.0,1.0,1.0,1.0
33216,2013,1319687,4.0,2.0,1.0,1.0,1.0
33232,2013,1319703,4.0,2.0,1.0,1.0,1.0
33237,2013,1319708,4.0,2.0,1.0,1.0,1.0
33275,2013,1319746,4.0,1.0,1.0,1.0,1.0
33276,2013,1319747,4.0,1.0,1.0,1.0,1.0
33302,2013,1319773,4.0,1.0,1.0,1.0,1.0
33305,2013,1319776,4.0,1.0,1.0,1.0,1.0
33318,2013,1319789,4.0,2.0,1.0,1.0,1.0
33327,2013,1319798,4.0,2.0,1.0,1.0,1.0
33330,2013,1319801,4.0,1.0,1.0,1.0,1.0
33335,2013,1319806,4.0,1.0,1.0,2.0,1.0
33336,2013,1319807,4.0,1.0,1.0,1.0,1.0
33342,2013,1319813,4.0,1.0,1.0,1.0,1.0
33362,2013,1319833,4.0,1.0,1.0,1.0,1.0
33377,2013,1319848,4.0,2.0,1.0,1.0,1.0
33380,2013,1319851,4.0,2.0,1.0,1.0,1.0
33382,2013,1319853,4.0,2.0,1.0,1.0,1.0
33387,2013,1319858,4.0,1.0,1.0,2.0,1.0
33408,2013,1319879,4.0,2.0,1.0,2.0,1.0
33410,2013,1319881,4.0,1.0,1.0,1.0,1.0
33421,2013,1319892,4.0,1.0,1.0,1.0,1.0
33435,2013,1319906,4.0,2.0,1.0,1.0,1.0
33461,2013,1319932,4.0,1.0,1.0,2.0,1.0
33463,2013,1319934,4.0,2.0,1.0,1.0,1.0
33465,2013,1319936,4.0,2.0,1.0,1.0,1.0
33478,2013,1319949,4.0,2.0,1.0,1.0,1.0
33489,2013,1620366,5.0,2.0,1.0,1.0,1.0
33496,2013,1620373,5.0,1.0,1.0,1.0,1.0
33507,2013,1620384,5.0,3.0,1.0,1.0,1.0
33532,2013,1620409,5.0,2.0,1.0,1.0,1.0
33545,2013,1620422,5.0,3.0,1.0,1.0,1.0
33548,2013,1620425,5.0,3.0,1.0,1.0,1.0
33560,2013,1620437,5.0,2.0,1.0,1.0,1.0
33566,2013,1620443,5.0,2.0,1.0,1.0,1.0
33568,2013,1620445,5.0,3.0,1.0,1.0,1.0
33572,2013,1620449,5.0,3.0,1.0,1.0,1.0
33576,2013,1620453,5.0,2.0,1.0,1.0,1.0
33581,2013,1620458,5.0,2.0,1.0,1.0,1.0
33589,2013,1620466,5.0,3.0,1.0,1.0,1.0
33607,2013,1620484,5.0,2.0,1.0,1.0,1.0
33609,2013,1620486,5.0,2.0,1.0,1.0,1.0
33627,2013,1620504,5.0,2.0,1.0,1.0,1.0
33652,2013,1620529,5.0,2.0,2.0,2.0,1.0
33655,2013,1620532,5.0,2.0,1.0,1.0,1.0
33674,2013,1620551,5.0,2.0,1.0,2.0,1.0
33675,2013,1620552,5.0,2.0,2.0,1.0,1.0
33682,2013,1620559,5.0,3.0,1.0,2.0,1.0
33718,2013,1620595,5.0,3.0,1.0,1.0,1.0
33723,2013,1620600,5.0,3.0,1.0,1.0,1.0
33728,2013,1620605,5.0,2.0,1.0,1.0,1.0
33729,2013,1620606,5.0,1.0,1.0,2.0,1.0
33751,2013,1620628,5.0,2.0,1.0,1.0,1.0
33753,2013,1620630,5.0,2.0,1.0,1.0,1.0
33760,2013,1620637,5.0,2.0,1.0,1.0,1.0
33772,2013,1620649,5.0,2.0,2.0,2.0,1.0
33775,2013,1620652,5.0,2.0,1.0,2.0,1.0
33783,2013,1620660,5.0,2.0,2.0,1.0,1.0
33791,2013,1620668,5.0,2.0,1.0,1.0,1.0
33797,2013,1620674,5.0,2.0,1.0,1.0,1.0
33816,2013,1620693,5.0,2.0,1.0,2.0,1.0
33825,2013,1620702,5.0,3.0,1.0,1.0,1.0
33830,2013,1620707,5.0,2.0,1.0,1.0,1.0
33844,2013,1620721,5.0,2.0,1.0,1.0,1.0
33849,2013,1620726,5.0,3.0,1.0,1.0,1.0
33853,2013,1620730,5.0,4.0,1.0,1.0,1.0
33861,2013,1620738,5.0,2.0,1.0,1.0,1.0
33868,2013,1620745,5.0,2.0,1.0,1.0,1.0
33887,2013,1620764,5.0,2.0,1.0,1.0,1.0
33914,2013,1620791,5.0,3.0,1.0,1.0,1.0
33925,2013,1620802,5.0,2.0,1.0,1.0,1.0
33953,2013,1620830,5.0,2.0,1.0,1.0,1.0
33974,2013,1620851,5.0,2.0,1.0,1.0,1.0
33975,2013,1620852,5.0,2.0,1.0,1.0,1.0
33984,2013,1620861,5.0,1.0,1.0,1.0,1.0
34015,2013,1620892,5.0,3.0,1.0,1.0,1.0
34033,2013,1620910,5.0,2.0,1.0,2.0,1.0
34050,2013,1620927,5.0,2.0,1.0,1.0,1.0
34057,2013,1620934,5.0,2.0,1.0,1.0,1.0
34063,2013,1620940,5.0,3.0,1.0,2.0,1.0
34064,2013,1620941,5.0,2.0,1.0,1.0,1.0
34068,2013,1620945,5.0,2.0,1.0,1.0,1.0
34090,2013,1620967,5.0,2.0,1.0,1.0,1.0
34099,2013,1620976,5.0,3.0,1.0,1.0,1.0
34101,2013,1620978,5.0,1.0,2.0,2.0,1.0
34103,2013,1620980,5.0,3.0,1.0,1.0,1.0
34113,2013,1620990,5.0,2.0,1.0,1.0,1.0
34116,2013,1620993,5.0,2.0,1.0,1.0,1.0
34123,2013,1621000,5.0,2.0,1.0,2.0,1.0
34152,2013,1621029,5.0,2.0,1.0,2.0,1.0
34153,2013,1621030,5.0,2.0,1.0,1.0,1.0
34170,2013,1621047,5.0,2.0,1.0,1.0,1.0
34192,2013,1621069,5.0,2.0,1.0,1.0,1.0
34199,2013,1621076,5.0,2.0,1.0,1.0,1.0
34205,2013,1621082,5.0,2.0,1.0,1.0,1.0
34306,2013,1915318,6.0,3.0,2.0,1.0,1.0
34317,2013,1915329,6.0,4.0,1.0,1.0,1.0
34323,2013,1915335,6.0,3.0,1.0,2.0,1.0
34339,2013,1915351,6.0,3.0,1.0,1.0,1.0
34344,2013,1915356,6.0,4.0,1.0,1.0,1.0
34358,2013,1915370,6.0,3.0,1.0,1.0,1.0
34377,2013,1915389,6.0,3.0,1.0,1.0,1.0
34388,2013,1915400,6.0,4.0,1.0,2.0,1.0
34404,2013,1915416,6.0,4.0,1.0,1.0,1.0
34433,2013,1915445,6.0,3.0,1.0,1.0,1.0
34435,2013,1915447,6.0,4.0,1.0,1.0,1.0
34457,2013,1915469,6.0,3.0,1.0,1.0,1.0
34464,2013,1915476,6.0,3.0,1.0,1.0,1.0
34498,2013,1915510,6.0,4.0,1.0,1.0,1.0
34520,2013,1915532,6.0,3.0,1.0,1.0,1.0
34526,2013,1915538,6.0,4.0,1.0,1.0,1.0
34570,2013,1915582,6.0,3.0,1.0,1.0,1.0
34600,2013,1915612,6.0,3.0,1.0,1.0,1.0
34612,2013,1915624,6.0,3.0,1.0,1.0,1.0
34623,2013,1915635,6.0,3.0,1.0,1.0,1.0
34625,2013,1915637,6.0,3.0,1.0,1.0,1.0
34637,2013,1915649,6.0,4.0,1.0,1.0,1.0
34681,2013,1915693,6.0,4.0,1.0,1.0,1.0
34685,2013,1915697,6.0,2.0,1.0,1.0,1.0
34713,2013,1915725,6.0,4.0,1.0,1.0,1.0
34717,2013,1915729,6.0,4.0,1.0,1.0,1.0
34730,2013,1915742,6.0,3.0,1.0,1.0,1.0
34741,2013,1915753,6.0,4.0,1.0,1.0,1.0
34773,2013,1915785,6.0,4.0,1.0,1.0,1.0
34805,2013,1915817,6.0,3.0,1.0,1.0,1.0
34855,2013,1915867,6.0,3.0,2.0,2.0,1.0
34862,2013,1915874,6.0,4.0,1.0,1.0,1.0
34867,2013,1915879,6.0,1.0,1.0,1.0,1.0
34871,2013,1915883,6.0,3.0,1.0,2.0,1.0
34880,2013,1915892,6.0,2.0,1.0,2.0,1.0
34885,2013,1915897,6.0,3.0,1.0,1.0,1.0
34903,2013,1915915,6.0,2.0,1.0,2.0,1.0
34908,2013,1915920,6.0,3.0,1.0,2.0,1.0
34910,2013,1915922,6.0,4.0,1.0,2.0,1.0
34911,2013,1915923,6.0,4.0,1.0,1.0,1.0
34925,2013,1915937,6.0,4.0,1.0,1.0,1.0
34941,2013,1915953,6.0,2.0,1.0,1.0,1.0
34949,2013,1915961,6.0,3.0,1.0,1.0,1.0
34978,2013,2158301,7.0,4.0,1.0,1.0,1.0
34999,2013,2158322,7.0,4.0,1.0,1.0,1.0
35047,2013,2158370,7.0,4.0,2.0,1.0,1.0
35077,2013,2158400,7.0,4.0,1.0,1.0,1.0
35085,2013,2158408,7.0,4.0,1.0,1.0,1.0
35096,2013,2158419,7.0,4.0,1.0,1.0,1.0
35142,2013,2158465,7.0,4.0,1.0,1.0,1.0
35181,2013,2158504,7.0,4.0,1.0,1.0,1.0
35190,2013,2158513,7.0,3.0,1.0,2.0,1.0
35217,2013,2158540,7.0,3.0,1.0,1.0,1.0
35234,2013,2158557,7.0,4.0,1.0,1.0,1.0
35260,2013,2158583,7.0,4.0,1.0,1.0,1.0
35268,2013,2158591,7.0,4.0,1.0,1.0,1.0
35273,2013,2158596,7.0,4.0,1.0,1.0,1.0
35284,2013,2158607,7.0,4.0,2.0,1.0,1.0
35318,2013,2158641,7.0,4.0,2.0,1.0,1.0
35329,2013,2158652,7.0,4.0,1.0,1.0,1.0
35343,2013,2158666,7.0,2.0,1.0,1.0,1.0
35356,2013,2158679,7.0,4.0,1.0,1.0,1.0
35364,2013,2158687,7.0,4.0,1.0,1.0,1.0
35388,2015,4062,1.0,4.0,1.0,1.0,1.0
35398,2015,7581,4.0,2.0,1.0,2.0,1.0
35399,2015,7582,4.0,1.0,2.0,2.0,1.0
35405,2015,9891,5.0,1.0,1.0,1.0,1.0
35408,2015,9894,5.0,1.0,1.0,1.0,1.0
35409,2015,9895,5.0,2.0,1.0,1.0,1.0
35447,2015,13995,7.0,4.0,1.0,1.0,1.0
35466,2015,21086,1.0,1.0,1.0,1.0,1.0
35469,2015,21089,1.0,4.0,1.0,1.0,1.0
35557,2015,41097,3.0,1.0,1.0,1.0,1.0
35587,2015,41127,3.0,1.0,1.0,2.0,1.0
35619,2015,41159,3.0,1.0,1.0,2.0,1.0
35620,2015,41160,3.0,1.0,1.0,2.0,1.0
35645,2015,41185,3.0,1.0,2.0,2.0,1.0
35688,2015,41228,3.0,1.0,1.0,2.0,1.0
35708,2015,41248,3.0,1.0,1.0,2.0,1.0
35714,2015,41254,3.0,1.0,1.0,1.0,1.0
35717,2015,41257,3.0,1.0,2.0,1.0,1.0
35739,2015,41279,3.0,1.0,1.0,1.0,1.0
35744,2015,41284,3.0,1.0,1.0,1.0,1.0
35811,2015,191551,4.0,1.0,2.0,1.0,1.0
35835,2015,191575,4.0,2.0,1.0,1.0,1.0
35836,2015,191576,4.0,1.0,1.0,1.0,1.0
35855,2015,191595,4.0,1.0,1.0,1.0,1.0
35868,2015,191608,4.0,1.0,2.0,1.0,1.0
35887,2015,191627,4.0,2.0,1.0,1.0,1.0
35972,2015,191712,4.0,2.0,1.0,1.0,1.0
35977,2015,191717,4.0,1.0,1.0,2.0,1.0
36021,2015,191761,4.0,1.0,1.0,1.0,1.0
36049,2015,191789,4.0,1.0,1.0,2.0,1.0
36101,2015,191841,4.0,2.0,1.0,1.0,1.0
36146,2015,191886,4.0,2.0,2.0,2.0,1.0
36251,2015,191991,4.0,1.0,1.0,1.0,1.0
36289,2015,192029,4.0,2.0,1.0,1.0,1.0
36302,2015,192042,4.0,1.0,1.0,1.0,1.0
36318,2015,192058,4.0,1.0,1.0,1.0,1.0
36338,2015,192078,4.0,1.0,1.0,1.0,1.0
36368,2015,192108,4.0,1.0,2.0,1.0,1.0
36369,2015,192109,4.0,1.0,1.0,1.0,1.0
36387,2015,192127,4.0,2.0,1.0,1.0,1.0
36406,2015,192146,4.0,2.0,1.0,1.0,1.0
36431,2015,192171,4.0,2.0,1.0,1.0,1.0
36443,2015,192183,4.0,1.0,2.0,2.0,1.0
36457,2015,192197,4.0,1.0,1.0,1.0,1.0
36577,2015,192317,4.0,1.0,1.0,2.0,1.0
36610,2015,470524,5.0,3.0,2.0,2.0,1.0
36621,2015,470535,5.0,2.0,1.0,1.0,1.0
36640,2015,470554,5.0,1.0,1.0,2.0,1.0
36683,2015,470597,5.0,3.0,1.0,1.0,1.0
36689,2015,470603,5.0,1.0,1.0,1.0,1.0
36693,2015,470607,5.0,2.0,2.0,1.0,1.0
36696,2015,470610,5.0,2.0,2.0,2.0,1.0
36698,2015,470612,5.0,1.0,1.0,1.0,1.0
36706,2015,470620,5.0,3.0,2.0,2.0,1.0
36716,2015,470630,5.0,3.0,2.0,1.0,1.0
36718,2015,470632,5.0,2.0,1.0,2.0,1.0
36773,2015,470687,5.0,3.0,1.0,1.0,1.0
36776,2015,470690,5.0,3.0,2.0,2.0,1.0
36793,2015,470707,5.0,2.0,2.0,2.0,1.0
36804,2015,470718,5.0,2.0,2.0,2.0,1.0
36874,2015,470788,5.0,3.0,2.0,1.0,1.0
36881,2015,470795,5.0,2.0,1.0,1.0,1.0
36883,2015,470797,5.0,3.0,1.0,1.0,1.0
36898,2015,470812,5.0,3.0,1.0,1.0,1.0
36919,2015,470833,5.0,3.0,1.0,1.0,1.0
36953,2015,470867,5.0,3.0,1.0,1.0,1.0
36990,2015,470904,5.0,4.0,1.0,2.0,1.0
37001,2015,470915,5.0,3.0,1.0,1.0,1.0
37002,2015,470916,5.0,2.0,1.0,1.0,1.0
37019,2015,470933,5.0,2.0,1.0,1.0,1.0
37031,2015,470945,5.0,2.0,1.0,1.0,1.0
37081,2015,470995,5.0,2.0,1.0,1.0,1.0
37086,2015,471000,5.0,1.0,2.0,1.0,1.0
37125,2015,471039,5.0,2.0,2.0,1.0,1.0
37142,2015,471056,5.0,3.0,1.0,1.0,1.0
37157,2015,471071,5.0,3.0,1.0,1.0,1.0
37162,2015,471076,5.0,2.0,1.0,1.0,1.0
37173,2015,471087,5.0,3.0,1.0,1.0,1.0
37176,2015,471090,5.0,2.0,2.0,1.0,1.0
37180,2015,471094,5.0,3.0,1.0,1.0,1.0
37182,2015,471096,5.0,2.0,2.0,1.0,1.0
37184,2015,471098,5.0,2.0,1.0,1.0,1.0
37209,2015,471123,5.0,2.0,1.0,2.0,1.0
37217,2015,471131,5.0,2.0,2.0,2.0,1.0
37267,2015,471181,5.0,3.0,1.0,2.0,1.0
37361,2015,471275,5.0,3.0,1.0,2.0,1.0
37365,2015,471279,5.0,3.0,1.0,1.0,1.0
37368,2015,471282,5.0,2.0,1.0,2.0,1.0
37376,2015,471290,5.0,2.0,1.0,1.0,1.0
37390,2015,471304,5.0,3.0,1.0,1.0,1.0
37401,2015,471315,5.0,2.0,1.0,2.0,1.0
37404,2015,471318,5.0,3.0,1.0,1.0,1.0
37425,2015,471339,5.0,3.0,1.0,1.0,1.0
37464,2015,753159,6.0,2.0,1.0,1.0,1.0
37470,2015,753165,6.0,3.0,1.0,1.0,1.0
37552,2015,753247,6.0,2.0,2.0,2.0,1.0
37571,2015,753266,6.0,3.0,1.0,1.0,1.0
37619,2015,753314,6.0,2.0,1.0,1.0,1.0
37705,2015,753400,6.0,4.0,1.0,1.0,1.0
37795,2015,753490,6.0,3.0,1.0,1.0,1.0
37797,2015,753492,6.0,2.0,1.0,1.0,1.0
37815,2015,753510,6.0,3.0,1.0,1.0,1.0
37825,2015,753520,6.0,2.0,1.0,1.0,1.0
37830,2015,753525,6.0,4.0,1.0,2.0,1.0
37845,2015,753540,6.0,2.0,1.0,1.0,1.0
37899,2015,753594,6.0,3.0,1.0,1.0,1.0
37934,2015,753629,6.0,3.0,1.0,2.0,1.0
37961,2015,753656,6.0,2.0,2.0,2.0,1.0
37965,2015,753660,6.0,3.0,1.0,1.0,1.0
37987,2015,753682,6.0,3.0,2.0,2.0,1.0
38018,2015,753713,6.0,3.0,2.0,2.0,1.0
38025,2015,753720,6.0,1.0,1.0,1.0,1.0
38046,2015,753741,6.0,3.0,2.0,2.0,1.0
38047,2015,753742,6.0,3.0,2.0,1.0,1.0
38048,2015,753743,6.0,3.0,1.0,1.0,1.0
38090,2015,753785,6.0,4.0,1.0,1.0,1.0
38121,2015,993561,7.0,4.0,2.0,2.0,1.0
38136,2015,993576,7.0,4.0,1.0,1.0,1.0
38145,2015,993585,7.0,4.0,1.0,2.0,1.0
38300,2015,993740,7.0,4.0,1.0,2.0,1.0
38326,2015,993766,7.0,4.0,2.0,2.0,1.0
38327,2015,993767,7.0,4.0,2.0,2.0,1.0
38330,2015,993770,7.0,3.0,1.0,2.0,1.0
38370,2015,993810,7.0,1.0,1.0,1.0,1.0
